Id;Name;AccountClassNumber;AccountClassName;AccountGroupNumber;AccountGroupName;Standard
2090;Fritt eget kapital;2;Eget kapital och skulder;20;Eget kapital;TRUE
2091;Balanserad vinst eller förlust;2;Eget kapital och skulder;20;Eget kapital;TRUE
2092;Mottagna/lämnade koncernbidrag;2;Eget kapital och skulder;20;Eget kapital;TRUE
2093;Erhållna aktieägartillskott;2;Eget kapital och skulder;20;Eget kapital;FALSE
2094;Egna aktier;2;Eget kapital och skulder;20;Eget kapital;FALSE
2095;Fusionsresultat;2;Eget kapital och skulder;20;Eget kapital;FALSE
2096;Fond för verkligt värde;2;Eget kapital och skulder;20;Eget kapital;TRUE
2097;Fri överkursfond;2;Eget kapital och skulder;20;Eget kapital;FALSE
2098;Vinst eller förlust från föregående år;2;Eget kapital och skulder;20;Eget kapital;TRUE
2099;Årets resultat;2;Eget kapital och skulder;20;Eget kapital;TRUE
2110;Periodiseringsfonder;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2120;Periodiseringsfond 2020;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2121;Periodiseringsfond 2021;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2122;Periodiseringsfond 2022;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2123;Periodiseringsfond 2023;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2125;Periodiseringsfond 2015;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2126;Periodiseringsfond 2016;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2127;Periodiseringsfond 2017;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2128;Periodiseringsfond 2018;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2129;Periodiseringsfond 2019;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2130;Periodiseringsfond 2020 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2131;Periodiseringsfond 2021 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2132;Periodiseringsfond 2022 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2133;Periodiseringsfond 2023 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2134;Periodiseringsfond 2024 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2135;Periodiseringsfond 2015 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2136;Periodiseringsfond 2016 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2137;Periodiseringsfond 2017 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2138;Periodiseringsfond 2018 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2139;Periodiseringsfond 2019 – nr 2;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2150;Ackumulerade överavskrivningar;2;Eget kapital och skulder;21;Obeskattade reserver;TRUE
2151;Ackumulerade överavskrivningar på immateriella anläggningstillgångar;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2152;Ackumulerade överavskrivningar på byggnader och markanläggningar;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2153;Ackumulerade överavskrivningar på maskiner och inventarier;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2160;Ersättningsfond;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2161;Ersättningsfond maskiner och inventarier;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2162;Ersättningsfond byggnader och markanläggningar;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2164;Ersättningsfond för djurlager i jordbruk och renskötsel;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2190;Övriga obeskattade reserver;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2196;Lagerreserv;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2199;Övriga obeskattade reserver;2;Eget kapital och skulder;21;Obeskattade reserver;FALSE
2210;Avsättningar för pensioner enligt tryggandelagen;2;Eget kapital och skulder;22;Avsättningar;TRUE
2220;Avsättningar för garantier;2;Eget kapital och skulder;22;Avsättningar;TRUE
2230;Övriga avsättningar för pensioner och liknande förpliktelser;2;Eget kapital och skulder;22;Avsättningar;FALSE
2240;Avsättningar för uppskjutna skatter;2;Eget kapital och skulder;22;Avsättningar;TRUE
2250;Övriga avsättningar för skatter;2;Eget kapital och skulder;22;Avsättningar;FALSE
2252;Avsättningar för tvistiga skatter;2;Eget kapital och skulder;22;Avsättningar;FALSE
2253;Avsättningar särskild löneskatt, deklarationspost;2;Eget kapital och skulder;22;Avsättningar;FALSE
2290;Övriga avsättningar;2;Eget kapital och skulder;22;Avsättningar;TRUE
2310;Obligations- och förlagslån;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2320;Konvertibla lån och liknande;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2321;Konvertibla lån;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2322;Lån förenade med optionsrätt;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2323;Vinstandelslån;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2324;Kapitalandelslån;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2330;Checkräkningskredit;2;Eget kapital och skulder;23;Långfristiga skulder;TRUE
2331;Checkräkningskredit 1;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2332;Checkräkningskredit 2;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2340;Byggnadskreditiv;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2350;Andra långfristiga skulder till kreditinstitut;2;Eget kapital och skulder;23;Långfristiga skulder;TRUE
2351;Fastighetslån, långfristig del;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2355;Långfristiga lån i utländsk valuta från kreditinstitut;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2359;Övriga långfristiga lån från kreditinstitut;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2360;Långfristiga skulder till koncernföretag;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2361;Långfristiga skulder till moderföretag;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2362;Långfristiga skulder till dotterföretag;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2363;Långfristiga skulder till andra koncernföretag;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2370;Långfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2371;Långfristiga skulder till intresseföretag;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2372;Långfristiga skulder till gemensamt styrda företag;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2373;Långfristiga skulder till övriga företag som det finns ett ägarintresse i;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2390;Övriga långfristiga skulder;2;Eget kapital och skulder;23;Långfristiga skulder;TRUE
2391;Avbetalningskontrakt, långfristig del;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2392;Villkorliga långfristiga skulder;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2393;Lån från närstående personer, långfristig del;2;Eget kapital och skulder;23;Långfristiga skulder;TRUE
2394;Långfristiga leverantörskrediter;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2395;Andra långfristiga lån i utländsk valuta;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2396;Derivat;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2397;Mottagna depositioner, långfristiga;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2399;Övriga långfristiga skulder;2;Eget kapital och skulder;23;Långfristiga skulder;FALSE
2410;Andra kortfristiga låneskulder till kreditinstitut;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;TRUE
2411;Kortfristiga lån från kreditinstitut;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2412;Byggnadskreditiv, kortfristig del;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2417;Kortfristig del av långfristiga skulder till kreditinstitut;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2419;Övriga kortfristiga skulder till kreditinstitut;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2420;Förskott från kunder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;TRUE
2421;Ej inlösta presentkort;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2429;Övriga förskott från kunder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2430;Pågående arbeten;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2431;Pågående arbeten, fakturering;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2438;Pågående arbeten, nedlagda kostnader;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2439;Beräknad förändring av pågående arbeten;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2440;Leverantörsskulder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;TRUE
2441;Leverantörsskulder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2443;Konsignationsskulder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2445;Tvistiga leverantörsskulder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2448;Ej reskontraförda leverantörsskulder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2450;Fakturerad men ej upparbetad intäkt;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2460;Leverantörsskulder till koncernföretag;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2461;Leverantörsskulder till moderföretag;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2462;Leverantörsskulder till dotterföretag;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2463;Leverantörsskulder till andra koncernföretag;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2470;Leverantörsskulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2471;Leverantörsskulder till intresseföretag;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2472;Leverantörsskulder till gemensamt styrda företag;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2473;Leverantörsskulder till övriga företag som det finns ett ägarintresse i;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2480;Checkräkningskredit, kortfristig;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;TRUE
2490;Övriga kortfristiga skulder till kreditinstitut, kunder och leverantörer;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;TRUE
2491;Avräkning spelarrangörer;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2492;Växelskulder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2499;Andra övriga kortfristiga skulder;2;Eget kapital och skulder;24;Kortfristiga skulder till kreditinstitut, kunder och leverantörer;FALSE
2510;Skatteskulder;2;Eget kapital och skulder;25;Skatteskulder;TRUE
2512;Beräknad inkomstskatt;2;Eget kapital och skulder;25;Skatteskulder;FALSE
2513;Beräknad fastighetsskatt/fastighetsavgift;2;Eget kapital och skulder;25;Skatteskulder;FALSE
2514;Beräknad särskild löneskatt på pensionskostnader;2;Eget kapital och skulder;25;Skatteskulder;FALSE
2515;Beräknad avkastningsskatt;2;Eget kapital och skulder;25;Skatteskulder;FALSE
2517;Beräknad utländsk skatt;2;Eget kapital och skulder;25;Skatteskulder;FALSE
2518;Betald F-skatt;2;Eget kapital och skulder;25;Skatteskulder;FALSE
2610;Utgående moms, 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2611;Utgående moms på försäljning inom Sverige, 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2612;Utgående moms på egna uttag, 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2613;Utgående moms för uthyrning, 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2614;Utgående moms omvänd skattskyldighet, 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2615;Utgående moms import av varor, 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2616;Utgående moms VMB 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2618;Vilande utgående moms, 25 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;FALSE
2620;Utgående moms, 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2621;Utgående moms på försäljning inom Sverige, 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2622;Utgående moms på egna uttag, 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2623;Utgående moms för uthyrning, 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2624;Utgående moms omvänd skattskyldighet, 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2625;Utgående moms import av varor, 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2626;Utgående moms VMB 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2628;Vilande utgående moms, 12 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;FALSE
2630;Utgående moms, 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2631;Utgående moms på försäljning inom Sverige, 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2632;Utgående moms på egna uttag, 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2633;Utgående moms för uthyrning, 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2634;Utgående moms omvänd skattskyldighet, 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2635;Utgående moms import av varor, 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2636;Utgående moms VMB 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2638;Vilande utgående moms, 6 %;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;FALSE
2640;Ingående moms;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2641;Debiterad ingående moms;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2642;Debiterad ingående moms i anslutning till frivillig skattskyldighet;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2645;Beräknad ingående moms på förvärv från utlandet;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2646;Ingående moms på uthyrning;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2647;Ingående moms omvänd skattskyldighet varor och tjänster i Sverige;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2648;Vilande ingående moms;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2649;Ingående moms, blandad verksamhet;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2650;Redovisningskonto för moms;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;TRUE
2660;Särskilda punktskatter;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;FALSE
2661;Reklamskatt;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;FALSE
2669;Övriga punktskatter;2;Eget kapital och skulder;26;Moms och särskilda punktskatter;FALSE
2710;Personalskatt;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;TRUE
2730;Lagstadgade sociala avgifter och särskild löneskatt;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;TRUE
2731;Avräkning lagstadgade sociala avgifter;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2732;Avräkning särskild löneskatt;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2740;Avtalade sociala avgifter;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;TRUE
2750;Utmätning i lön m.m.;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2760;Semestermedel;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2761;Avräkning semesterlöner;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2762;Semesterlönekassa;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2790;Övriga löneavdrag;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;TRUE
2791;Personalens intressekonto;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2792;Lönsparande;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2793;Gruppförsäkringspremier;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2794;Fackföreningsavgifter;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2795;Mätnings- och granskningsarvoden;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2799;Övriga löneavdrag;2;Eget kapital och skulder;27;Personalens skatter, avgifter och löneavdrag;FALSE
2810;Avräkning för factoring och belånade kontraktsfordringar;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2811;Avräkning för factoring;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2812;Avräkning för belånade kontraktsfordringar;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2820;Kortfristiga skulder till anställda;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;TRUE
2821;Löneskulder;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2822;Reseräkningar;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2823;Tantiem, gratifikationer;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2829;Övriga kortfristiga skulder till anställda;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2830;Avräkning för annans räkning;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2840;Kortfristiga låneskulder;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;TRUE
2841;Kortfristig del av långfristiga skulder;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2849;Övriga kortfristiga låneskulder;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2850;Avräkning för skatter och avgifter (skattekonto);2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2852;Anståndsbelopp för moms, arbetsgivaravgifter och personalskatt;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2860;Kortfristiga skulder till koncernföretag;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2861;Kortfristiga skulder till moderföretag;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2862;Kortfristiga skulder till dotterföretag;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2863;Kortfristiga skulder till andra koncernföretag;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2870;Kortfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2871;Kortfristiga skulder till intresseföretag;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2872;Kortfristiga skulder till gemensamt styrda företag;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2873;Kortfristiga skulder till övriga företag som det finns ett ägarintresse i;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2880;Skuld erhållna bidrag;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2890;Övriga kortfristiga skulder;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;TRUE
2891;Skulder under indrivning;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2892;Inre reparationsfond/underhållsfond;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2893;Skulder till närstående personer, kortfristig del;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2895;Derivat (kortfristiga skulder);2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2897;Mottagna depositioner, kortfristiga;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2898;Outtagen vinstutdelning;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2899;Övriga kortfristiga skulder;2;Eget kapital och skulder;28;Övriga kortfristiga skulder;FALSE
2910;Upplupna löner;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
2911;Löneskulder;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2912;Ackordsöverskott;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2919;Övriga upplupna löner;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2920;Upplupna semesterlöner;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
2930;Upplupna pensionskostnader;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2931;Upplupna pensionsutbetalningar;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2940;Upplupna lagstadgade sociala och andra avgifter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
2941;Beräknade upplupna lagstadgade sociala avgifter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2942;Beräknad upplupen särskild löneskatt;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2943;Beräknad upplupen särskild löneskatt på pensionskostnader, deklarationspost;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2944;Beräknad upplupen avkastningsskatt på pensionskostnader;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2950;Upplupna avtalade sociala avgifter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
2951;Upplupna avtalade arbetsmarknadsförsäkringar;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2959;Upplupna avtalade pensionsförsäkringsavgifter, deklarationspost;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2960;Upplupna räntekostnader;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
2970;Förutbetalda intäkter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
2971;Förutbetalda hyresintäkter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2972;Förutbetalda medlemsavgifter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2979;Övriga förutbetalda intäkter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2980;Upplupna avtalskostnader;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2990;Övriga upplupna kostnader och förutbetalda intäkter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
2991;Beräknat arvode för bokslut;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2992;Beräknat arvode för revision;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2993;Ospecificerad skuld till leverantörer;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2998;Övriga upplupna kostnader och förutbetalda intäkter;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;FALSE
2999;OBS-konto;2;Eget kapital och skulder;29;Upplupna kostnader och förutbetalda intäkter;TRUE
3000;Försäljning inom Sverige;3;Rörelsens inkomster/intäkter;30;Huvudintäkter;TRUE
3001;Försäljning inom Sverige, 25 % moms;3;Rörelsens inkomster/intäkter;30;Huvudintäkter;TRUE
3002;Försäljning inom Sverige, 12 % moms;3;Rörelsens inkomster/intäkter;30;Huvudintäkter;TRUE
3003;Försäljning inom Sverige, 6 % moms;3;Rörelsens inkomster/intäkter;30;Huvudintäkter;TRUE
3004;Försäljning inom Sverige, momsfri;3;Rörelsens inkomster/intäkter;30;Huvudintäkter;TRUE
3100;Försäljning av varor utanför Sverige;3;Rörelsens inkomster/intäkter;31;Huvudintäkter;TRUE
3105;Försäljning varor till land utanför EU;3;Rörelsens inkomster/intäkter;31;Huvudintäkter;TRUE
3106;Försäljning varor till annat EU-land, momspliktig;3;Rörelsens inkomster/intäkter;31;Huvudintäkter;TRUE
3108;Försäljning varor till annat EU-land, momsfri;3;Rörelsens inkomster/intäkter;31;Huvudintäkter;TRUE
3200;Försäljning VMB och omvänd moms;3;Rörelsens inkomster/intäkter;32;Huvudintäkter;TRUE
3211;Försäljning positiv VMB 25 %;3;Rörelsens inkomster/intäkter;32;Huvudintäkter;TRUE
3212;Försäljning negativ VMB 25 %;3;Rörelsens inkomster/intäkter;32;Huvudintäkter;TRUE
3231;Försäljning inom byggsektorn, omvänd skattskyldighet moms;3;Rörelsens inkomster/intäkter;32;Huvudintäkter;TRUE
3300;Försäljning av tjänster utanför Sverige;3;Rörelsens inkomster/intäkter;33;Huvudintäkter;TRUE
3305;Försäljning tjänster till land utanför EU;3;Rörelsens inkomster/intäkter;33;Huvudintäkter;TRUE
3308;Försäljning tjänster till annat EU-land;3;Rörelsens inkomster/intäkter;33;Huvudintäkter;TRUE
3400;Försäljning, egna uttag;3;Rörelsens inkomster/intäkter;34;Huvudintäkter;TRUE
3401;Egna uttag momspliktiga, 25 %;3;Rörelsens inkomster/intäkter;34;Huvudintäkter;TRUE
3402;Egna uttag momspliktiga, 12 %;3;Rörelsens inkomster/intäkter;34;Huvudintäkter;TRUE
3403;Egna uttag momspliktiga, 6 %;3;Rörelsens inkomster/intäkter;34;Huvudintäkter;TRUE
3404;Egna uttag, momsfria;3;Rörelsens inkomster/intäkter;34;Huvudintäkter;TRUE
3500;Fakturerade kostnader (gruppkonto);3;Rörelsens inkomster/intäkter;35;Fakturerade kostnader;TRUE
3510;Fakturerat emballage;3;Rörelsens inkomster/intäkter;35;Fakturerade kostnader;TRUE
3511;Fakturerat emballage;3;Rörelsens inkomster/intäkter;35;Fakturerade kostnader;FALSE
3518;Returnerat emballage;3;Rörelsens inkomster/intäkter;35;Fakturerade kostnader;FALSE
3520;Fakturerade frakter;3;Rörelsens inkomster/intäkter;35;Fakturerade kostnader;TRUE
3521;Fakturerade frakter, EU-land;3;Rörelsens inkomster/intäkter;35;Fakturerade kostnader;TRUE
